SN,Date,Reference,Narration,Debit,Credit,Balance
"1","2021-03-20 12:13","23881817923","Funding of wallet (5318828307) with the sum of N100","0","100","100"
"2","2021-03-20 12:13","23884375563","Funding of wallet (7811940329) with the sum of N100","100","0","0"
"3","2021-03-23 11:00","16493600734","R-92610000000000000/null null","0","200","200"
"4","2021-03-23 11:00","16493600734","R-92610000000000000/null null","220","0","-220"
"5","2021-03-23 11:00","16493600840","R-82380000000000000/null null","0","108","-112"
"6","2021-03-23 11:00","16493600840","R-82380000000000000/null null","128","0","-128"
"7","2021-03-23 11:00","16493600863","R-82360000000000000/null null","0","200","88"
"8","2021-03-23 11:00","16493600863","R-82360000000000000/null null","220","0","-348"
"9","2021-03-23 11:00","16493600872","R-9100000180/null null","0","60.75","260.75"
"10","2021-03-23 11:00","16493600872","R-9100000180/null null","60.75","0","27.25"
"11","2021-03-23 11:00","16493600905","R-9100000017/null null","0","108","108"
"12","2021-03-23 11:00","16493600905","R-9100000017/null null","158","0","-130.75"
"13","2021-03-23 11:00","16493600912","R-9100000016/null null","1050","0","-1180.75"
"14","2021-03-23 11:00","16493600920","R-8100000015/null null","0","108","-1072.75"
"15","2021-03-23 11:00","16493600920","R-8100000015/null null","158","0","102.75"
"16","2021-03-23 11:00","16493600926","R-8100000014/null null","0","1000","-72.75"
"17","2021-03-23 11:00","16493600926","R-8100000014/null null","1050","0","-947.25"
"18","2021-03-23 11:00","16493600934","R-92640000000000000/null null","0","108","216"
"19","2021-03-23 11:00","16493600934","R-92640000000000000/null null","128","0","-200.75"
"20","2021-03-23 11:00","16493600940","R-9100000534/null null","0","108","324"
"21","2021-03-23 11:00","16493600940","R-9100000534/null null","128","0","-328.75"
"22","2021-03-23 11:00","16493600968","R-9100000533/null null","0","50","-897.25"
"23","2021-03-23 11:00","16493600968","R-9100000533/null null","70","0","-398.75"
"24","2021-03-23 11:00","16493601048","R-8100000169/null null","0","14000000","13999601.25"
"25","2021-03-23 11:00","16493601048","R-8100000169/null null","14000050","0","-14000947.25"
"26","2021-03-23 11:00","16493601076","R-9100000181/null null","0","108","432"
"27","2021-03-23 11:00","16493601076","R-9100000181/null null","108","0","13999493.25"
"28","2021-03-23 11:00","16493601113","R-8100000170/null null","0","108","13999601.25"
"29","2021-03-23 11:00","16493601113","R-8100000170/null null","158","0","-14001105.25"
"30","2021-03-23 11:00","16493601193","R-9100000328/null null","30100","0","13969501.25"
"31","2021-03-23 11:00","16493601247","R-9100000320/null null","30200","0","13939301.25"
"32","2021-03-23 11:00","16493601270","R-8100000461/null null","0","108","13939409.25"
"33","2021-03-23 11:00","16493601270","R-8100000461/null null","108","0","-108"
"34","2021-03-23 11:00","16493601287","R-8100000358/null null","0","30100","13969509.25"
"35","2021-03-23 11:00","16493601287","R-8100000358/null null","30100","0","-30208"
"36","2021-03-23 11:00","16493601306","R-8100000426/null null","0","30100","13999609.25"
"37","2021-03-23 11:00","16493601306","R-8100000426/null null","30100","0","-60308"
"38","2021-03-23 11:00","16493601340","R-9100000155/null null","0","100","100"
"39","2021-03-23 11:00","16493601340","R-9100000155/null null","150","0","13999459.25"
"40","2021-03-23 11:00","16493601358","R-9100000261/null null","30100","0","13969359.25"
"41","2021-03-23 11:00","16493601388","R-8100000006/null null","0","250","13969609.25"
"42","2021-03-23 11:00","16493601388","R-8100000006/null null","300","0","-14001405.25"
"43","2021-03-23 11:00","16493601397","R-8100000054/null null","0","2000","13971609.25"
"44","2021-03-23 11:00","16493601397","R-8100000054/null null","2050","0","-14003455.25"
"45","2021-03-23 11:00","16493601407","R-9100000026/null null","150","0","13971459.25"
"46","2021-03-23 11:00","16493601432","R-9100000129/null null","0","1010.75","-14002444.5"
"47","2021-03-23 11:00","16493601432","R-9100000129/null null","1010.75","0","13970448.5"
"48","2021-03-23 11:00","16493601448","R-8100000209/null null","0","500","13970948.5"
"49","2021-03-23 11:00","16493601448","R-8100000209/null null","550","0","-14002994.5"
"50","2021-03-23 11:00","16493601474","R-98280000000000000/null null","0","500","600"
"51","2021-03-23 11:00","16493601474","R-98280000000000000/null null","550","0","13970398.5"
"52","2021-03-23 11:00","16493601481","R-8100000110/null null","0","100","13970498.5"
"53","2021-03-23 11:00","16493601481","R-8100000110/null null","100","0","-14003094.5"
"54","2021-03-23 11:00","16493601490","R-8100000121/null null","0","100","13970598.5"
"55","2021-03-23 11:00","16493601490","R-8100000121/null null","100","0","-14003194.5"
"56","2021-03-23 11:00","16493601550","R-8100000000/null null","0","100","13970698.5"
"57","2021-03-23 11:00","16493601550","R-8100000000/null null","150","0","-14003344.5"
"58","2021-03-23 11:00","16493601588","R-9100000232/null null","0","108","540"
"59","2021-03-23 11:00","16493601588","R-9100000232/null null","158","0","13970540.5"
"60","2021-03-23 11:00","16493601611","R-83650000000000000/null null","0","500","13971040.5"
"61","2021-03-23 11:00","16493601611","R-83650000000000000/null null","550","0","-14003894.5"
"62","2021-03-23 11:00","16493601617","R-8100000422/null null","0","30100","14001140.5"
"63","2021-03-23 11:00","16493601617","R-8100000422/null null","30100","0","-90408"
"64","2021-03-23 11:00","16493601623","R-8100000390/null null","0","30100","14031240.5"
"65","2021-03-23 11:00","16493601623","R-8100000390/null null","30100","0","-120508"
"66","2021-03-23 11:00","16493601630","R-8100000406/null null","0","30100","14061340.5"
"67","2021-03-23 11:00","16493601630","R-8100000406/null null","30100","0","-150608"
"68","2021-03-23 11:00","16493601644","R-9100000336/null null","30100","0","14031240.5"
"69","2021-03-23 11:00","16493601664","R-8100000528/null null","0","108","14031348.5"
"70","2021-03-23 11:00","16493601664","R-8100000528/null null","108","0","-150716"
"71","2021-03-23 11:00","16493601676","R-8100000378/null null","0","30100","14061448.5"
"72","2021-03-23 11:00","16493601676","R-8100000378/null null","30100","0","-180816"
"73","2021-03-23 11:00","16493601688","R-8100000386/null null","0","30100","14091548.5"
"74","2021-03-23 11:00","16493601688","R-8100000386/null null","30100","0","-210916"
"75","2021-03-23 11:00","16493601699","R-8100000370/null null","0","30100","14121648.5"
"76","2021-03-23 11:00","16493601699","R-8100000370/null null","30100","0","-241016"
"77","2021-03-23 11:00","16493601714","R-8100000512/null null","0","30000","14151648.5"
"78","2021-03-23 11:00","16493601714","R-8100000512/null null","30000","0","-30000"
"79","2021-03-23 11:00","16493601736","R-8100000469/null null","0","108","14151756.5"
"80","2021-03-23 11:00","16493601736","R-8100000469/null null","108","0","-241124"
"81","2021-03-23 11:00","16493601742","R-8100000399/null null","0","100","14151856.5"
"82","2021-03-23 11:00","16493601742","R-8100000399/null null","100","0","-241224"
"83","2021-03-23 11:00","16493601749","R-8100000449/null null","0","108","14151964.5"
"84","2021-03-23 11:00","16493601749","R-8100000449/null null","108","0","-241332"
"85","2021-03-23 11:00","16493601755","R-8100000457/null null","0","108","14152072.5"
"86","2021-03-23 11:00","16493601755","R-8100000457/null null","108","0","-241440"
"87","2021-03-23 11:00","16493601760","R-8100000414/null null","0","30100","14182172.5"
"88","2021-03-23 11:00","16493601760","R-8100000414/null null","30100","0","-271540"
"89","2021-03-23 11:00","16493601767","R-9100000424/null null","30100","0","14152072.5"
"90","2021-03-23 11:00","16493601797","R-8100000423/null null","0","100","14152172.5"
"91","2021-03-23 11:00","16493601797","R-8100000423/null null","100","0","-271640"
"92","2021-03-23 11:00","16493601820","R-9100000405/null null","0","100","640"
"93","2021-03-23 11:00","16493601820","R-9100000405/null null","100","0","14152072.5"
"94","2021-03-23 11:00","16493601845","R-9100000404/null null","30100","0","14121972.5"
"95","2021-03-23 11:00","16493601875","R-8100000403/null null","0","100","14122072.5"
"96","2021-03-23 11:00","16493601875","R-8100000403/null null","100","0","-271740"
"97","2021-03-23 11:00","16493601892","R-8100000402/null null","0","30100","14152172.5"
"98","2021-03-23 11:00","16493601892","R-8100000402/null null","30100","0","-301840"
"99","2021-03-23 11:00","16493601898","R-9100000393/null null","0","100","740"
"100","2021-03-23 11:00","16493601898","R-9100000393/null null","100","0","14152072.5"
"101","2021-03-23 11:00","16493601915","R-9100000392/null null","30100","0","14121972.5"
"102","2021-03-23 11:00","16493601921","R-8100000391/null null","0","100","14122072.5"
"103","2021-03-23 11:00","16493601921","R-8100000391/null null","100","0","-301940"
"104","2021-03-23 11:00","16493601925","R-9100000413/null null","0","100","840"
"105","2021-03-23 11:00","16493601925","R-9100000413/null null","100","0","14121972.5"
"106","2021-03-23 11:00","16493601930","R-9100000412/null null","30100","0","14091872.5"
"107","2021-03-23 11:00","16493601935","R-8100000411/null null","0","100","14091972.5"
"108","2021-03-23 11:00","16493601935","R-8100000411/null null","100","0","-302040"
"109","2021-03-23 11:00","16493601939","R-8100000410/null null","0","30100","14122072.5"
"110","2021-03-23 11:00","16493601939","R-8100000410/null null","30100","0","-332140"
"111","2021-03-23 11:00","16493601943","R-9100000409/null null","0","100","940"
"112","2021-03-23 11:00","16493601943","R-9100000409/null null","100","0","14121972.5"
"113","2021-03-23 11:00","16493601948","R-9100000408/null null","30100","0","14091872.5"
"114","2021-03-23 11:00","16493601956","R-8100000407/null null","0","100","14091972.5"
"115","2021-03-23 11:00","16493601956","R-8100000407/null null","100","0","-332240"
"116","2021-03-23 11:00","16493601962","R-9100000441/null null","0","108","1048"
"117","2021-03-23 11:00","16493601962","R-9100000441/null null","108","0","14091864.5"
"118","2021-03-23 11:00","16493601969","R-9100000440/null null","30000","0","14061864.5"
"119","2021-03-23 11:00","16493602001","R-9100000570/null null","0","200","-14003694.5"
"120","2021-03-23 11:00","16493602001","R-9100000570/null null","220","0","14061644.5"
"121","2021-03-23 11:00","16493602013","R-8100000434/null null","0","30100","14091744.5"
"122","2021-03-23 11:00","16493602013","R-8100000434/null null","30100","0","-362340"
"123","2021-03-23 11:00","16493602024","R-9100000433/null null","0","100","1148"
"124","2021-03-23 11:00","16493602024","R-9100000433/null null","100","0","14091644.5"
"125","2021-03-23 11:00","16493602034","R-9100000337/null null","0","100","1248"
"126","2021-03-23 11:00","16493602034","R-9100000337/null null","100","0","14091544.5"
"127","2021-03-23 11:00","16493602042","R-8100000335/null null","0","100","14091644.5"
"128","2021-03-23 11:00","16493602042","R-8100000335/null null","100","0","-362440"
"129","2021-03-23 11:00","16493602050","R-8100000334/null null","0","30100","14121744.5"
"130","2021-03-23 11:00","16493602050","R-8100000334/null null","30100","0","-392540"
"131","2021-03-23 11:00","16493602069","R-9100000333/null null","0","100","1348"
"132","2021-03-23 11:00","16493602069","R-9100000333/null null","100","0","14121644.5"
"133","2021-03-23 11:00","16493602087","R-9100000332/null null","30100","0","14091544.5"
"134","2021-03-23 11:00","16493602123","R-9100000530/null null","0","108","1456"
"135","2021-03-23 11:00","16493602123","R-9100000530/null null","108","0","14091436.5"
"136","2021-03-23 11:00","16493602136","R-9100000529/null null","30100","0","14061336.5"
"137","2021-03-23 11:00","16493602166","R-8100000527/null null","0","30100","14091436.5"
"138","2021-03-23 11:00","16493602166","R-8100000527/null null","30100","0","-422640"
"139","2021-03-23 11:00","16493602178","R-9100000437/null null","0","100","1556"
"140","2021-03-23 11:00","16493602178","R-9100000437/null null","100","0","14091336.5"
"141","2021-03-23 11:00","16493602190","R-9100000436/null null","30100","0","14061236.5"
"142","2021-03-23 11:00","16493602222","R-8100000435/null null","0","100","14061336.5"
"143","2021-03-23 11:00","16493602222","R-8100000435/null null","100","0","-422740"
"144","2021-03-23 11:00","16493602227","R-9100000523/null null","0","108","1664"
"145","2021-03-23 11:00","16493602227","R-9100000523/null null","108","0","14061228.5"
"146","2021-03-23 11:00","16493602248","R-9100000522/null null","30000","0","14031228.5"
"147","2021-03-23 11:00","16493602259","R-9100000519/null null","0","108","1772"
"148","2021-03-23 11:00","16493602259","R-9100000519/null null","108","0","14031120.5"
"149","2021-03-23 11:00","16493602269","R-9100000518/null null","30000","0","14001120.5"
"150","2021-03-23 11:00","16493602297","R-8100000331/null null","0","100","14001220.5"
"151","2021-03-23 11:00","16493602297","R-8100000331/null null","100","0","-422840"
"152","2021-03-23 11:00","16493602311","R-8100000330/null null","0","30100","14031320.5"
"153","2021-03-23 11:00","16493602311","R-8100000330/null null","30100","0","-452940"
"154","2021-03-23 11:00","16493602317","R-9100000329/null null","0","100","1872"
"155","2021-03-23 11:00","16493602317","R-9100000329/null null","100","0","14031220.5"
"156","2021-03-23 11:00","16493602322","R-8100000327/null null","0","100","14031320.5"
"157","2021-03-23 11:00","16493602322","R-8100000327/null null","100","0","-453040"
"158","2021-03-23 11:00","16493602330","R-8100000326/null null","0","30100","14061420.5"
"159","2021-03-23 11:00","16493602330","R-8100000326/null null","30100","0","-483140"
"160","2021-03-23 11:00","16493602338","R-9100000526/null null","0","100","-14003594.5"
"161","2021-03-23 11:00","16493602338","R-9100000526/null null","100","0","14061320.5"
"162","2021-03-23 11:00","16493602385","R-8100000341/null null","0","100","14061420.5"
"163","2021-03-23 11:00","16493602385","R-8100000341/null null","150","0","-14003744.5"
"164","2021-03-23 11:00","16493602405","R-8100000340/null null","0","7000000","21061420.5"
"165","2021-03-23 11:00","16493602405","R-8100000340/null null","7000050","0","-21003794.5"
"166","2021-03-23 11:00","16493602424","R-9100000321/null null","0","100","1972"
"167","2021-03-23 11:00","16493602424","R-9100000321/null null","100","0","21061320.5"
"168","2021-03-23 11:00","16493602439","R-8100000319/null null","0","100","21061420.5"
"169","2021-03-23 11:00","16493602439","R-8100000319/null null","100","0","-483240"
"170","2021-03-23 11:00","16493602455","R-8100000318/null null","0","30200","21091620.5"
"171","2021-03-23 11:00","16493602455","R-8100000318/null null","30200","0","-513440"
"172","2021-03-23 11:00","16493602471","R-8100000431/null null","0","100","21091720.5"
"173","2021-03-23 11:00","16493602471","R-8100000431/null null","100","0","-513540"
"174","2021-03-23 11:00","16493602484","R-9100000515/null null","0","108","2080"
"175","2021-03-23 11:00","16493602484","R-9100000515/null null","108","0","21091612.5"
"176","2021-03-23 11:00","16493602505","R-9100000463/null null","0","108","2188"
"177","2021-03-23 11:00","16493602505","R-9100000463/null null","108","0","21091504.5"
"178","2021-03-23 11:00","16493602514","R-9100000462/null null","30100","0","21061404.5"
"179","2021-03-23 11:00","16493602521","R-8100000460/null null","0","30100","21091504.5"
"180","2021-03-23 11:00","16493602521","R-8100000460/null null","30100","0","-543640"
"181","2021-03-23 11:00","16493602527","R-9100000432/null null","30100","0","21061404.5"
"182","2021-03-23 11:00","16493602536","R-9100000343/null null","0","100","2288"
"183","2021-03-23 11:00","16493602536","R-9100000343/null null","150","0","21061254.5"
"184","2021-03-23 11:00","16493602541","R-9100000342/null null","0","7000000","6456360"
"185","2021-03-23 11:00","16493602541","R-9100000342/null null","7000050","0","14061204.5"
"186","2021-03-23 11:00","16493602569","R-9100000510/null null","30000","0","14031204.5"
"187","2021-03-23 11:00","16493602577","R-8100000513/null null","0","108","14031312.5"
"188","2021-03-23 11:00","16493602577","R-8100000513/null null","108","0","-30108"
"189","2021-03-23 11:00","16493602583","R-9100000447/null null","0","108","2396"
"190","2021-03-23 11:00","16493602583","R-9100000447/null null","158","0","14031154.5"
"191","2021-03-23 11:00","16493602634","R-9100000563/null null","0","108","2504"
"192","2021-03-23 11:00","16493602634","R-9100000563/null null","128","0","14031026.5"
"193","2021-03-23 11:00","16493602648","R-9100000486/null null","30000","0","14001026.5"
"194","2021-03-23 11:00","16493602668","R-9100000487/null null","0","108","2612"
"195","2021-03-23 11:00","16493602668","R-9100000487/null null","108","0","14000918.5"
"196","2021-03-23 11:00","16493602679","R-9100000567/null null","0","108","2720"
"197","2021-03-23 11:00","16493602679","R-9100000567/null null","128","0","14000790.5"
"198","2021-03-23 11:00","16493602714","R-9100000573/null null","0","110.75","-21003683.75"
"199","2021-03-23 11:00","16493602714","R-9100000573/null null","110.75","0","14000679.75"
"200","2021-03-23 11:00","16493602730","R-9100000591/null null","0","108","2828"
"201","2021-03-23 11:00","16493602730","R-9100000591/null null","128","0","14000551.75"
"202","2021-03-23 11:00","16493602768","R-9100000566/null null","0","99000","-20904683.75"
"203","2021-03-23 11:00","16493602768","R-9100000566/null null","99050","0","13901501.75"
"204","2021-03-23 11:00","16493602782","R-8100000535/null null","0","50","13901551.75"
"205","2021-03-23 11:00","16493602782","R-8100000535/null null","70","0","530"
"206","2021-03-23 11:00","16493602798","R-8100000536/null null","0","108","13901659.75"
"207","2021-03-23 11:00","16493602798","R-8100000536/null null","128","0","402"
"208","2021-03-23 11:00","16493602804","R-9100000537/null null","0","50","-20904633.75"
"209","2021-03-23 11:00","16493602804","R-9100000537/null null","70","0","13901589.75"
"210","2021-03-23 11:00","16493602817","R-9100000538/null null","0","108","2936"
"211","2021-03-23 11:00","16493602817","R-9100000538/null null","128","0","13901461.75"
"212","2021-03-23 11:00","16493602830","R-8100000539/null null","0","50","13901511.75"
"213","2021-03-23 11:00","16493602830","R-8100000539/null null","70","0","332"
"214","2021-03-23 11:00","16493602837","R-8100000540/null null","0","108","13901619.75"
"215","2021-03-23 11:00","16493602837","R-8100000540/null null","128","0","204"
"216","2021-03-23 11:00","16493602842","R-9100000541/null null","0","50","-20904583.75"
"217","2021-03-23 11:00","16493602842","R-9100000541/null null","70","0","13901549.75"
"218","2021-03-23 11:00","16493602852","R-9100000550/null null","0","108","3044"
"219","2021-03-23 11:00","16493602852","R-9100000550/null null","128","0","13901421.75"
"220","2021-03-23 11:00","16493602877","R-8100000551/null null","0","10","13901431.75"
"221","2021-03-23 11:00","16493602877","R-8100000551/null null","30","0","174"
"222","2021-03-23 11:00","16493602907","R-8100000552/null null","0","108","13901539.75"
"223","2021-03-23 11:00","16493602907","R-8100000552/null null","128","0","46"
"224","2021-03-23 11:00","16493602927","R-9100000553/null null","0","10","-20904573.75"
"225","2021-03-23 11:00","16493602927","R-9100000553/null null","30","0","13901509.75"
"226","2021-03-23 11:00","16493602944","R-9100000554/null null","0","108","3152"
"227","2021-03-23 11:00","16493602944","R-9100000554/null null","128","0","13901381.75"
"228","2021-03-23 11:00","16493602964","R-9100000542/null null","0","108","3260"
"229","2021-03-23 11:00","16493602964","R-9100000542/null null","128","0","13901253.75"
"230","2021-03-23 11:00","16493602971","R-8100000543/null null","0","50","13901303.75"
"231","2021-03-23 11:00","16493602971","R-8100000543/null null","70","0","-24"
"232","2021-03-23 11:00","16493602988","R-8100000544/null null","0","108","13901411.75"
"233","2021-03-23 11:00","16493602988","R-8100000544/null null","128","0","-152"
"234","2021-03-23 11:00","16493603015","R-9100000545/null null","0","50","-20904523.75"
"235","2021-03-23 11:00","16493603015","R-9100000545/null null","70","0","13901341.75"
"236","2021-03-23 11:00","16493603029","R-9100000546/null null","0","108","3368"
"237","2021-03-23 11:00","16493603029","R-9100000546/null null","128","0","13901213.75"
"238","2021-03-23 11:00","16493603089","R-8100000547/null null","0","50","13901263.75"
"239","2021-03-23 11:00","16493603089","R-8100000547/null null","70","0","-222"
"240","2021-03-23 11:00","16493603103","R-8100000548/null null","0","108","13901371.75"
"241","2021-03-23 11:00","16493603103","R-8100000548/null null","128","0","-350"
"242","2021-03-23 11:00","16493603111","R-9100000549/null null","0","50","-20904473.75"
"243","2021-03-23 11:00","16493603111","R-9100000549/null null","70","0","13901301.75"
"244","2021-03-23 11:00","16493603117","R-9100000425/null null","0","100","3468"
"245","2021-03-23 11:00","16493603117","R-9100000425/null null","100","0","13901201.75"
"246","2021-03-23 11:00","16493603125","R-8100000444/null null","0","7000000","20901201.75"
"247","2021-03-23 11:00","16493603125","R-8100000444/null null","7000050","0","-27904523.75"
"248","2021-03-23 11:00","16493603137","R-8100000445/null null","0","108","20901309.75"
"249","2021-03-23 11:00","16493603137","R-8100000445/null null","158","0","-27904681.75"
"250","2021-03-23 11:00","16493603147","R-8100000395/null null","0","100","20901409.75"
"251","2021-03-23 11:00","16493603147","R-8100000395/null null","100","0","6456260"
"252","2021-03-23 11:00","16493603158","R-8100000394/null null","0","30100","20931509.75"
"253","2021-03-23 11:00","16493603158","R-8100000394/null null","30100","0","6426160"
"254","2021-03-23 11:00","16493603173","R-9100000361/null null","0","100","3568"
"255","2021-03-23 11:00","16493603173","R-9100000361/null null","100","0","20931409.75"
"256","2021-03-23 11:00","16493603179","R-9100000360/null null","30100","0","20901309.75"
"257","2021-03-23 11:00","16493603195","R-8100000359/null null","0","100","20901409.75"
"258","2021-03-23 11:00","16493603195","R-8100000359/null null","100","0","6426060"
"259","2021-03-23 11:00","16493603212","R-9100000239/null null","0","200","-27904481.75"
"260","2021-03-23 11:00","16493603212","R-9100000239/null null","200","0","20901209.75"
"261","2021-03-23 11:00","16493603217","R-9100000324/null null","30200","0","20871009.75"
"262","2021-03-23 11:00","16493603223","R-8100000430/null null","0","30100","20901109.75"
"263","2021-03-23 11:00","16493603223","R-8100000430/null null","30100","0","6395960"
"264","2021-03-23 11:00","16493603235","R-9100000429/null null","0","100","3668"
"265","2021-03-23 11:00","16493603235","R-9100000429/null null","100","0","20901009.75"
"266","2021-03-23 11:00","16493603251","R-9100000428/null null","30100","0","20870909.75"
"267","2021-03-23 11:00","16493603258","R-8100000427/null null","0","100","20871009.75"
"268","2021-03-23 11:00","16493603258","R-8100000427/null null","100","0","6395860"
"269","2021-03-23 11:00","16493603271","R-9100000397/null null","0","100","3768"
"270","2021-03-23 11:00","16493603271","R-9100000397/null null","100","0","20870909.75"
"271","2021-03-23 11:00","16493603283","R-9100000396/null null","30100","0","20840809.75"
"272","2021-03-23 11:00","16493603290","R-9100000162/null null","0","108","3876"
"273","2021-03-23 11:00","16493603290","R-9100000162/null null","158","0","20840651.75"
"274","2021-03-23 11:00","16493603295","R-9100000161/null null","150","0","20840501.75"
"275","2021-03-23 11:00","16493603300","R-8100000160/null null","0","108","20840609.75"
"276","2021-03-23 11:00","16493603300","R-8100000160/null null","158","0","-27904639.75"
"277","2021-03-23 11:00","16493603312","R-8100000159/null null","0","100","20840709.75"
"278","2021-03-23 11:00","16493603312","R-8100000159/null null","150","0","-27904789.75"
"279","2021-03-23 11:00","16493603334","R-9100000156/null null","0","108","3984"
"280","2021-03-23 11:00","16493603334","R-9100000156/null null","158","0","20840551.75"
"281","2021-03-23 11:00","16493603346","R-9100000066/null null","0","108","4092"
"282","2021-03-23 11:00","16493603346","R-9100000066/null null","158","0","20840393.75"
"283","2021-03-23 11:00","16493603357","R-9100000065/null null","100","0","20840293.75"
"284","2021-03-23 11:00","16493603372","R-8100000323/null null","0","100","20840393.75"
"285","2021-03-23 11:00","16493603372","R-8100000323/null null","100","0","6395760"
"286","2021-03-23 11:00","16493603380","R-8100000322/null null","0","30200","20870593.75"
"287","2021-03-23 11:00","16493603380","R-8100000322/null null","30200","0","6365560"
"288","2021-03-23 11:00","16493603388","R-9100000299/null null","0","100","-27904689.75"
"289","2021-03-23 11:00","16493603388","R-9100000299/null null","100","0","20870493.75"
"290","2021-03-23 11:00","16493603444","R-9100000262/null null","0","108","4200"
"291","2021-03-23 11:00","16493603444","R-9100000262/null null","108","0","20870385.75"
"292","2021-03-23 11:00","16493603448","R-8100000260/null null","0","108","20870493.75"
"293","2021-03-23 11:00","16493603448","R-8100000260/null null","108","0","6365452"
"294","2021-03-23 11:00","16493603453","R-8100000259/null null","0","30100","20900593.75"
"295","2021-03-23 11:00","16493603453","R-8100000259/null null","30100","0","6335352"
"296","2021-03-23 11:00","16493603457","R-8100000049/null null","0","108","20900701.75"
"297","2021-03-23 11:00","16493603457","R-8100000049/null null","158","0","-27904847.75"
"298","2021-03-23 11:00","16493603463","R-8100000048/null null","0","300","20901001.75"
"299","2021-03-23 11:00","16493603463","R-8100000048/null null","350","0","-27905197.75"
"300","2021-03-23 11:00","16493603474","R-9100000009/null null","0","108","4308"
"301","2021-03-23 11:00","16493603474","R-9100000009/null null","158","0","20900843.75"
"302","2021-03-23 11:00","16493603479","R-9100000008/null null","300","0","20900543.75"
"303","2021-03-23 11:00","16493603488","R-8100000007/null null","0","108","20900651.75"
"304","2021-03-23 11:00","16493603488","R-8100000007/null null","158","0","-27905355.75"
"305","2021-03-23 11:00","16493603492","R-95350000000000000/null null","0","108","4416"
"306","2021-03-23 11:00","16493603492","R-95350000000000000/null null","128","0","20900523.75"
"307","2021-03-23 11:00","16493603496","R-95330000000000000/null null","0","100","-27905255.75"
"308","2021-03-23 11:00","16493603496","R-95330000000000000/null null","120","0","20900403.75"
"309","2021-03-23 11:00","16493603501","R-8100000064/null null","0","108","20900511.75"
"310","2021-03-23 11:00","16493603501","R-8100000064/null null","158","0","-27905413.75"
"311","2021-03-23 11:00","16493603518","R-8100000063/null null","0","50","20900561.75"
"312","2021-03-23 11:00","16493603518","R-8100000063/null null","100","0","-27905513.75"
"313","2021-03-23 11:00","16493603525","R-9100000057/null null","0","108","4524"
"314","2021-03-23 11:00","16493603525","R-9100000057/null null","158","0","20900403.75"
"315","2021-03-23 11:00","16493603533","R-9100000056/null null","2050","0","20898353.75"
"316","2021-03-23 11:00","16493603549","R-8100000055/null null","0","108","20898461.75"
"317","2021-03-23 11:00","16493603549","R-8100000055/null null","158","0","-27905671.75"
"318","2021-03-23 11:00","16493603570","R-9100000051/null null","0","108","4632"
"319","2021-03-23 11:00","16493603570","R-9100000051/null null","158","0","20898303.75"
"320","2021-03-23 11:00","16493603583","R-9100000050/null null","350","0","20897953.75"
"321","2021-03-23 11:00","16493603589","R-85310000000000000/null null","0","108","20898061.75"
"322","2021-03-23 11:00","16493603589","R-85310000000000000/null null","128","0","-476"
"323","2021-03-23 11:00","16493603601","R-85290000000000000/null null","0","100","20898161.75"
"324","2021-03-23 11:00","16493603601","R-85290000000000000/null null","120","0","-596"
